
id,question,answer1,answer2,answer3,answer4,answer5,answer6,coanswer,serie,difficulty,created_at
396,Qui est l'ange protecteur de Mirai ?,Nasse,Bare,Rubel,Meiza,Tenema,Yulo,1,Platinum End,hard,2025-11-01 04:41:39.317031+00
397,A quoi sert la flèche blanche ?,A tuer,A voler,Se téléporter,Se rendre invisible,Lire dans les pensée,Pouvoir ressuciter,1,Platinum End,hard,2025-11-01 04:43:53.442348+00
398,Pendant combien de temps la flèche rouge permet-elle de se faire aimer ?,33 jours,99 jours,6 jours,7 jours,1 heure,48 heures,1,Platinum End,extreme,2025-11-01 04:44:54.148222+00
399,Combien de personnes sont candidats pour l'élection de Dieu ?,13,5,10,7,20,99,1,Platinum End,extreme,2025-11-01 04:46:12.002575+00
400,"Au début de la série , qui est Sawada Tsunayoshi ?",Un simple collégien,Un lycéen surdoué,Un scientifique renommé,Un délinquant descolarisé,Un assassin expert,"Un jeune employé ",1,Katekyo Hitman Reborn,veryeasy,2025-11-01 04:54:22.240387+00
401,Qui est le gardien des Nuages de la famille Vongola ?,Hibari Kyouya,Yamamoto Takeshi,Mukuro Rokudo,Gokudera Hayato,Lambo,Sasagawa Ryohei,1,Katekyo Hitman Reborn,medium,2025-11-01 04:55:50.602655+00
402,Qui est le gardien de la tempête de la famille Vongola ?,Gokudera Hayato,Yamamoto Takeshi,Mukuro Rokudo,Hibari Kyouya,Sasagawa Ryohei,Chrome Dokuro,1,Katekyo Hitman Reborn,medium,2025-11-01 04:56:43.513021+00
403,Dans quel ville se déroule l'histoire ?,Namimori,Sapporo,Fujihara,Hanamura,Sakuragi,Minamika,1,Katekyo Hitman Reborn,hard,2025-11-01 04:58:26.080855+00
404,De qui Sawada Tsuna est-il amoureux ?,Sasagawa Kyoko,Haru Miura,Bianchi,Lal Mirch,Chrome Dokuro,Luce,1,Katekyo Hitman Reborn,easy,2025-11-01 05:00:35.0527+00
405,Qu'est-ce qu'un Arcobaleno ?,Un bébé surpuissant,Un objet magique,Un prince déchu,Un pouvoir magique,"Un fantôme protecteur ",Un boss mafieux,1,Katekyo Hitman Reborn,hard,2025-11-01 05:04:38.90795+00
406,"Lors de l'affrontement contre la Varia , qui s'oppose à Squalo ?",Yamamoto Takeshi,Gokudera Hayato,Sawada Tsunayoshi,Lambo,Sasagawa Ryohei,Hibari Kyoya,1,Katekyo Hitman Reborn,hard,2025-11-01 05:06:25.818817+00
407,Qu'est-ce qui caractérise Sawada Tsunayoshi ?,C'est un collégien très médiocre,C'est un musicien talentueux,C'est un étudiant surdoué,Il est accro aux jeux vidéos,Il est pyromane,Il est allergique aux animaux,1,Katekyo Hitman Reborn,veryeasy,2025-11-01 05:09:49.850359+00
408,Quel est l'arme de prédilection de Hibari ?,Des tonfas,Des nunchakus,Des dagues,Des chaînes metalliques,Des gants de boxe,Des petits katanas,1,Katekyo Hitman Reborn,medium,2025-11-01 15:37:43.502227+00
409,"De quelle génération Vongola , Tsuna est-il le boss ?",10eme,1ere,3eme,99eme,20eme,7eme,1,Katekyo Hitman Reborn,easy,2025-11-01 15:38:56.75404+00
410,"Selon Reborn , qui est considéré comme le gardien Vongola le plus puissant ?",Hibari Kyouya,Mukuro Rokudo,Gokudera Hayato,Yamamoto Takeshi,Sasagawa Ryohei,Chrome Dokuro,1,Katekyo Hitman Reborn,hard,2025-11-01 15:40:29.892622+00
411,De quel attribut Sasagawa Ryohei est-il le gardien Vongola ?,Du soleil,De la pluie,De la tempête,De la brume,Des nuages,De l'orage,1,Katekyo Hitman Reborn,hard,2025-11-01 15:42:07.298944+00
412,Qu'est-ce que la Tri-ni-sette ?,Un ensemble désignant 21 objets,La loi mafieuse interdisant le meurtre,L'alliance entre les 3 plus grandes familles mafieuse s,Un rituel permettant d'inaugurer le prochain parrain Vongola,Une arme de destruction massive,Un évènement mafieux tabou,1,Katekyo Hitman Reborn,veryhard,2025-11-01 15:47:23.870726+00
413,Sous quelle apparence Reborn apparaît-il pour la première fois ?,Bébé,Vieillard,Fantôme,Lézard,Adolescent,Femme,1,Katekyo Hitman Reborn,veryeasy,2025-11-01 15:50:10.075513+00
414,Qui est le premier Gardien que Tsuna rencontre après son arrivée dans le futur ?,Gokudera Hayato,Lambo,Hibari Kyouya,Chrome Dokuro,Sasagawa Ryohei,Yamamoto Takeshi,1,Katekyo Hitman Reborn,veryhard,2025-11-01 15:52:43.361146+00
415,"Au cours du manga , à l'aide de quelle carte Yugi parvient-il à vaincre Kaiba lors de leur premier affrontement ?",Le Dragon Blanc aux yeux bleus,Exodia le maudit,Le Magicien des ténèbres,Le Magicien sombre du Chaos,Elfe mystique,La Malédiction du Dragon,1,YuGiOh,extreme,2025-11-01 15:55:39.250925+00
416,Quelle arme permet à Lambo d’échanger sa place avec son lui-même âgé de 10 ans de plus ?,Un Bazooka,Un Revolver,Un Miroir,Un Cube,Une Cloche,Une Flute,1,Katekyo Hitman Reborn,easy,2025-11-01 15:58:41.333891+00
417,Qui est Snake ?,Un mercenaire,Un viking,Un roi,Un paysan,Un fermier,Un prince,1,Vinland Saga,medium,2025-11-01 17:22:43.668124+00
418,Dans quelle ville vit Kurosaki Ichigo ?,Karakura,Natahira,Fuyuki,Inaba,Rukongai,Soulcity,1,Bleach,easy,2025-11-02 15:08:43.858828+00
419,"Quelle est la particularité de Ichigo ? ",Il peut voir les fantômes,Il peut lire dans les pensées,Il peut se transformer en Chat,Il peut se dédoubler,Il peut arrêter le temps,Il peut léviter,1,Bleach,veryeasy,2025-11-02 15:14:12.799309+00
420,Comment appelle t-on le premier stade de transformation des Zanpakutos ?,Shikai,Bankai,Dokai,Suikai,Zenkai,Honkai,1,Bleach,easy,2025-11-02 15:15:16.570031+00
421,Quel est le pouvoir du Zanpakuto de Izuru Kira ?,Il peut doubler le poids de ce qu'il touche,Il absorbe l’énergie spirituelle de ses adversaires,Il paralyse la cible pendant quelques secondes,"Il réduit la vitesse de son ennemi ","Il peut téléporter ses ennemis ",Il peut changer la forme de sa cible,1,Bleach,medium,2025-11-02 15:17:59.643149+00
422,Comment se nomme le Zanpakuto de Urahara Kisuke ?,Benihime,Orihime,Wabihime,Shigahime,Otohime,Shiihime,1,Bleach,medium,2025-11-02 15:19:27.284525+00
423,Pour quelle raison Aizen voulait-il s'emparer d'Orihime ?,Pour mettre la main sur son pouvoir,Parce qu'il la trouvait à son goût physiquement,Pour enrager Ichigo et le faire devenir plus fort,Parce qu'elle est de sa famille,Pour la transformer en Hollow,Pour l'utiliser comme monnaie d'échange,1,Bleach,medium,2025-11-02 15:21:27.382847+00
424,Comment appelle t-on les armes des Shinigamis ?,Zanpakutos,Reiryoku,Hakuda,Bakudo,Hado,Seirukai,1,Bleach,veryeasy,2025-11-02 15:23:03.938637+00
425,Quel lien unit Edward et Alphonse ?,Ils sont frères,Ils sont père et fils,Ils sont amis d'enfance,Ils sont rivaux depuis toujours,Ils sont pires ennemis,Ils sont cousins,1,Fullmetal Alchemist,veryeasy,2025-11-02 15:25:07.95336+00
426,Pour quelle raison Sacha ne s'est-il pas vu attribuer un Pokemon starter ?,Il s'est levé trop tard,Il n'en voulait pas,Il n'aime pas les Pokemons,Il a echoué au test du Professeur Chen,Il n'avait pas l'âge requis,Il en avait déjà un,1,Pokemon,easy,2025-11-02 15:28:00.069924+00
427,De quel type est le Pokemon est Pikachu ?,Electrique,Dragon,Feu,Psy,Ténèbre,Sol,1,Pokemon,veryeasy,2025-11-02 15:30:00.990615+00
428,Quel Pokemon emblématique parle et fait partie de la Team Rocket ?,Miaouss,Arbok,Salameche,Smogogo,Persian,Demolosse,1,Pokemon,veryeasy,2025-11-02 15:31:14.71065+00
429,Où se situe le trou caractéristique des Hollow sur Nnoitra ?,Son oeil,Sa langue,Sa cuisse,Son front,Sa main,Son torse,1,Bleach,hard,2025-11-02 15:32:49.04578+00
430,Quel pouvoir est introduit dans la partie 1 ?,Le Hamon,Les Stands,Le Han,Le Spin,Le Haja,Le Stack,1,Jojo's Bizarre Adventure,easy,2025-11-02 15:58:26.8768+00
431,Qui est le protagoniste de la partie 1 ?,Jonathan,Joseph,Josuke,Jolyne,Jotaro,Johnny,1,Jojo's Bizarre Adventure,veryeasy,2025-11-02 15:59:07.683894+00
434,Qui est le détenteur du stand 'The Fool' ?,Iggy,Hot Horse,Diavolo,Polnareff,Holy Kujo,D'Arby,1,Jojo's Bizarre Adventure,hard,2025-11-02 16:05:26.037033+00
435,Pour quelle raison Jotaro et ses compagnons se rendent-ils en Égypte ?,Pour retrouver Dio,Pour trouver l’origine des Stands,Pour sceller un artefact,Pour sauver Polnareff,Pour empêcher la résurrection de Kars,Pour retrouver le corps de Jonathan,1,Jojo's Bizarre Adventure,easy,2025-11-02 16:08:38.778001+00
436,Quel est le pouvoir du Stand King Crimson ?,Effacer une séquence temporelle,Inverser les actions adverses,Se téléporter instantanément qu'importe la distance,Voler le pouvoir des autres Stands,Remonter le temps,Créer des tsunamis gigantesques,1,Jojo's Bizarre Adventure,medium,2025-11-02 16:15:29.970511+00
437,De quelle couleur sont les cheveux de Jonathan Joestar ?,Bleu,Rouge,Noir,Violet,Jaune,Vert,1,Jojo's Bizarre Adventure,veryeasy,2025-11-02 16:17:23.668779+00
438,A quel endroit L dévoile son identité à Kira ?,A l'université,Au restaurant,A la bibliothèque,"Au commissariat ",Au cinéma,Dans le hall d'un immeuble,1,Death Note,easy,2025-11-03 22:09:36.198288+00
439,Quel est le fruit préféré de Ryuk ?,Pomme,Poire,Raisin,Cerise,Orange,Banane,1,Death Note,veryeasy,2025-11-03 22:10:36.327374+00
440,Combien de temps s'écoule t-il avant la mort d'une personne dont le nom a été écrit dans un Death Note ?,40 secondes,1 minute,6 minutes et 45 secondes,30 secondes,1 minute et 11 secondes,5 secondes,1,Death Note,easy,2025-11-03 22:13:14.267636+00
441,Quel âge a Eikichi Onizuka au début de la série ?,22 ans,23 ans,21 ans,20 ans,25 ans,24 ans,1,Great Teacher Onizuka,veryeasy,2025-11-03 22:16:35.549405+00
442,Quel sport Ippo décide t-il d’apprendre au début de la série ?,La boxe,Le karaté,Le judo,Le sumo,Le kendo,Le mma,1,Hajime no Ippo,veryeasy,2025-11-03 22:19:43.563527+00
443,"Parmi ces personnages , qui ne peut pas utiliser le Kamehameha ?",Yajirobe,Cell,Yamcha,Goten,Krillin,Majin Buu,1,Dragon Ball,veryeasy,2025-11-03 22:39:45.632402+00
444,"Parmi ces personnages , qui ne peut pas utiliser le Rasengan ?",Tobirama,Kakashi,Jiraiya,Konohamaru,Minato,Naruto,1,Naruto,veryeasy,2025-11-03 22:41:09.325039+00
445,Que représente le symbole du clan Uchiha ?,Un éventail,Un serpent,Une flamme,Un corbeau,"Un kunai ",Une épée,1,Naruto,easy,2025-11-03 22:42:21.859668+00
446,Combien de coups Thorfinn doit-il recevoir pour obtenir audience auprès du roi Knut ?,100,50,10,1000,5,1,1,Vinland Saga,medium,2025-11-03 22:44:10.176919+00
447,Qui est responsable de la mort de Ace ?,Akainu,Fujitora,Kizaru,Aokiji,Mihawk,Sengoku,1,One Piece,veryeasy,2025-11-03 22:55:35.088021+00
448,Quelle est la particularité de la planète Namek ?,Il ne fait jamais nuit,La gravité est nulle,Le ciel est violet,Les saisons changent chaque jour,Le soleil change de couleur,Des séismes surviennes toutes les heures,1,Dragon Ball,easy,2025-11-03 22:58:24.681144+00
449,Qui est le pilier du Son ?,Uzui Tengen,Rengoku Kyojuro,Iguro Obanai,Shinazugawa Sanemi,Mitsuri Kanroji,Tomioka Giyu,1,Demon Slayer,veryeasy,2025-11-03 23:00:38.665415+00
450,Quel nom porte l'épée de Meliodas ?,Lostvayne,Hellfang,Crimson Wrath,Nightbane,Shadowcleaver,Bloodreaver,1,Nanatsu no Taizai,hard,2025-11-03 23:04:26.818069+00
451,Qui personnage représente le pêché de l'avarice ?,Ban,Diane,Escanor,Merlin,Gowther,King,1,Nanatsu no Taizai,easy,2025-11-03 23:05:48.139228+00
452,Qu'est-ce qui caractérise Ban ?,"Il est immortel ",Il dort les yeux ouverts,Il est invisible,Il ne mange jamais,Il peut changer de taille,Il a 3 bras,1,Nanatsu no Taizai,veryeasy,2025-11-03 23:08:21.182396+00
453,"Parmi les 7 pêchés capitaux, combien sont des femmes ?",2,1,3,4,5,0,1,Nanatsu no Taizai,easy,2025-11-03 23:22:06.706318+00
454,Quelle est la couleur des flammes de Rin Okumura ?,Bleues,Rouges,Vertes,Violettes,Jaunes,Noires,1,Blue Exorcist,medium,2025-11-03 23:43:48.924076+00
455,De quelle couleur sont les cheveux de Midorima Shintarou ?,Vert,Rouge,Bleu,Violet,Orange,Jaune,1,Kuroko no Basket,veryeasy,2025-11-03 23:45:11.217754+00
456,De quelle équipe fait partie Kise Ryota ?,Kaijo,Rakuzan,Yosen,Toou,Shutoku,Kirisaki Daiji,1,Kuroko no Basket,medium,2025-11-03 23:46:47.814431+00
457,Comment est surnommé Kuroko Tetsuya ?,Le joueur fantôme,Le roi du dunk,Le meneur inflexible,L’éclair bleu,Le magicien du terrain,L’as silencieux,1,Kuroko no Basket,veryeasy,2025-11-03 23:47:44.567979+00
458,Comment meurt Yusuke au début de la série ?,Percuté par un véhicule,Noyé dans une rivière,Chute fatale d'un immeuble,Electrocuté,Mangé par un ours,Poignardé par un yakuza,1,Yu Yu Hakusho,easy,2025-11-03 23:54:23.126117+00
459,Suite à quelle mort Gohan se transforme-t-il en Super Saiyan 2 ?,C-16,Piccolo,Goku,Trunks,Chichi,Bulma,1,Dragon Ball,veryeasy,2025-11-07 17:52:34.037974+00
460,Qui parmi ces personnages ne possède pas de fruit du démon ?,Franky,Crocodile,Baggy,Lucci,Bartolomeo,Ener,1,One Piece,veryeasy,2025-11-07 18:00:23.792821+00
461,Dans quel village réside Naruto ?,Konoha,Suna,Kiri,Oto,Kumo,Iwa,1,Naruto,veryeasy,2025-11-07 18:03:16.870209+00
462,Quel animal est capable d'invoquer Tsunade ?,Une limace,Un crapaud,Un serpent,Un faucon,Un cheval,Un ours,1,Naruto,easy,2025-11-07 18:06:23.503793+00
463,Comment Tobi nomme t-il son projet ayant pour but de rétablir la paix ?,Oeil de Lune,Cercle de la Paix,Aube Éternelle,Nuit du Renouveau,Cycle de la lumière,Monde Parfait,1,Naruto,medium,2025-11-07 18:09:40.244326+00
464,Qui parmi ces personnages ne portent pas de lunettes ?,"Ibiki ",Chojuro,Karin,Ebisu,Kabuto,Shino,1,Naruto,medium,2025-11-07 18:11:39.92213+00
465,Qui est le 2e Hokage ?,"Tobirama ","Hashirama ",Hiruzen,Minato,Tsunade,Danzo,1,Naruto,veryeasy,2025-11-07 18:12:21.300576+00
466,Quel capitaine du Gotei 13 Ichigo rencontre t-il en premier ?,Byakuya,Gin,Zaraki,Yamamoto,Yoruichi,Aizen,1,Bleach,easy,2025-11-07 18:13:20.008438+00
467,Comment est surnommé Hisoka ?,Le magicien,Le joker,Le clown,L’illusionniste,Le charmeur de cartes,Le chasseur,1,Hunter Hunter,veryeasy,2025-11-07 18:15:40.925692+00
468,Quelle est la première épreuve de l'examen des Hunters ?,Une course d’endurance,Un test écrit,Une chasse au monstre,Un combat un contre un,Une épreuve de cuisine,Une épreuve de survie dans la forêt,1,Hunter Hunter,veryeasy,2025-11-07 18:18:52.455361+00
469,Quel est le véritable objectif de Kurapika ?,Venger son clan et récupérer les yeux de ses camarades,Trouver le trésor caché des Kurta,Sauver sa mère du Monde des Chimères,Détruire l’Association des Hunters,Retrouver le chef de la Brigade Fantôme pour un pacte de paix,Devenir un Hunter professionnel reconnu,1,Hunter Hunter,veryeasy,2025-11-07 18:23:06.321022+00
470,Quel est le Stand de Dio Brando ?,The World,Gold Experience,The Universe,Killer Queen,God Hand,King Death,1,Jojo's Bizarre Adventure,easy,2025-11-07 18:27:06.485377+00
471,Qui possède l'Alter Dark Shadow ?,Fumikage Tokoyami,Eijiro Kirishima,Tenya Iida,Shoto Todoroki,Blaze Omber,Uraraka Ochaco,1,My Hero Academia,easy,2025-11-07 18:29:41.774973+00
472,Dans quel lycée étudie Sakuragi Hanamichi ?,Shohoku,Ryonan,Shoyo,Kainan,Seirin,Toda,1,Slam Dunk,easy,2025-11-07 19:30:37.59464+00
473,Comment Hanamichi surnomme t-il le capitaine de l'équipe de Basket ?,Le gorille,Le lion,L'éléphant,L'ours,L'insecte,L'escargot,1,Slam Dunk,hard,2025-11-07 19:31:54.744428+00
474,Pour quelle raison Sakuragi décide t-il de faire du Basket ?,Pour impressionner une fille,Pour devenir le meilleur joueur du Japon,Pour suivre les traces de son frère,Par devenir plus fort que son rival,Pour rester en forme,Pour tester un nouveau sport,1,Slam Dunk,easy,2025-11-07 19:33:53.651628+00
475,De quel club Aota est-il le capitaine ?,Judo,Escrime,Tennis,Natation,Football,Echecs,1,Slam Dunk,hard,2025-11-08 16:27:22.499389+00
476,Quel type de magasin le grand père de Yugi tient-il ?,Un magasin de jouets,Un magasin de meubles,Un magasin d’antiquités,Une librairie,Un magasin de musique,Un magasin de sport,1,YuGiOh,medium,2025-11-08 16:30:34.450041+00
477,Quelle est la première équipe que Shohoku affronte au cours de l’histoire ?,Ryonan,Rakuzan,Takezato,Shoyo,Toyotama,Rikkaidai,1,Slam Dunk,hard,2025-11-08 16:32:18.898489+00
478,Quel identifiant est inscrit sur le cou d’Emma ?,63194,72145,58231,49126,81194,37509,1,The Promised Neverland,veryhard,2025-11-09 16:50:56.887264+00
479,"Quel numéro est tatoué sur le cou de Ray ? ",81194,51032,63194,70195,72184,89142,1,The Promised Neverland,veryhard,2025-11-09 16:51:37.81697+00
480,Quel numéro est tatoué sur le cou de Norman ?,22194,42139,61194,23145,25164,30197,1,The Promised Neverland,veryhard,2025-11-09 16:52:10.958686+00
481,Qui ne fait pas partie de l'équipe de basket du lycée Shohoku ?,Sendo,Sakuragi,Rukawa,Akagi,Miyagi,Mitsui,1,Slam Dunk,medium,2025-11-09 16:54:38.058592+00
482,Quelles sont les trois grandes familles à l'origine de la guerre du Graal ?,"Tohsaka, Matou et Einzbern","Emiya, Tohsaka et Makiri","Einzbern, Harway et Atlas","Matou, El-Melloi et Barthomeloi","Tohsaka, Fujimura et Aozaki","Einzbern, Matou et Arima",1,Fate/stay night,hard,2025-11-09 16:58:07.199169+00
483,Qu'est-ce qu'un Noble Phantasm ?,L’attaque ultime d'un servant,Un sort interdit utilisé par les maîtres,Une pierre magique amplifiant le mana,Un artefact permettant d’invoquer un Servant,Un esprit gardien des familles fondatrices,Une relique issue du Saint Graal,1,Fate/stay night,hard,2025-11-09 17:01:39.719766+00
484,Que se passe-t-il lorsqu’une personne remporte la Guerre du Graal ?,"Il voit son voeu exaucé ",Il devient immortel,Il se voit accorder le titre de Grand mage,Tous ses adversaires sont effacés de l’histoire,Il hérite du pouvoir des familles fondatrices,Il obtient le pouvoir de tout les servants,1,Fate/stay night,hard,2025-11-09 17:04:47.199782+00
485,Laquelle de ces classes de Servants n’existe pas ?,Slayer,Caster,Foreigner,Lancer,Archer,Berseker,1,Fate/stay night,veryhard,2025-11-09 17:07:52.536038+00
486,Dans quel opus Mordred apparaît-elle en tant que Servant ?,Fate/Apocrypha,Fate/Zero,Fate/Grand Order,Fate/Extra,Fate/Stay Night,Fate/Strange Fake,1,Fate/stay night,hard,2025-11-09 17:11:28.339799+00
487,Qui est le capitaine de l'équipe de Seirin ?,Hyuga Junpei,Kagami Taiga,Izuki Shun,"Mitobe Rinnosuke ",Riko Aida,Kiyoshi Teipei,1,Kuroko no Basket,medium,2025-11-09 17:15:51.844073+00
488,Quel est l'atout majeur de Izuki Shun ?,Sa vision de jeu,Sa puissance de dunk,Son tir à trois points,Son endurance,Sa vitesse explosive,Sa défense physique,1,Kuroko no Basket,hard,2025-11-09 17:35:22.033235+00
489,En quoi Midorima a-t-il une confiance absolue ?,Aux prédictions des horoscopes,Aux conseils de son entraineur,En sa grande soeur,"A ses lunettes ",A ses baskets,Aux formules mathématiques,1,Kuroko no Basket,easy,2025-11-09 17:39:41.806776+00
490,Quel membre de la Génération des Miracles Kagami rencontre t-il en premier ?,Kise Ryota,Midorima Shintarou,Daiki Aomine,Seijuro Akashi,Atsushi Murasakibara,Haizaki Shogo,1,Kuroko no Basket,easy,2025-11-09 17:41:47.877946+00
491,De quelle couleur sont les cheveux de Kuroko ?,Bleu,Rouge,Vert,Violet,Noir,Orange,1,Kuroko no Basket,veryeasy,2025-11-09 18:12:43.886001+00
492,Quel est le pouvoir de la mère de Izuku ?,Elle peut attirer des objets vers elle,Elle peut cracher du feu,Elle peut léviter,Elle peut réparer des appareils automatiquement,Elle peut soigner ses blessures,Elle peut se téléporter sur de très courtes distances,1,My Hero Academia,medium,2025-11-09 18:29:07.342774+00
493,Qui est le plus grand ennemi d'All Might ?,All For One,Shigaraki Tomura,Sir Nighteye,Katsuki Bakugo,Stain,Gran Torino,1,My Hero Academia,veryeasy,2025-11-09 18:29:59.699377+00
494,Qui est le joueur star de l'équipe de basket du lycée Ryonan ?,Sendo,Hanagata,Maki,Fujima,Rukawa,Miyagi,1,Slam Dunk,hard,2025-11-11 16:36:41.970028+00
495,Suite à quel match Sakuragi se rase les cheveux ?,Kainan,Shoyo,Ryonan,Vorpal Sword,Takezuko,Tooru,1,Slam Dunk,medium,2025-11-11 17:20:21.673593+00
496,Quel surnom donne Mikey à Takemichi ?,Takemichou,Takkun,Takechan,Takechou,Takmichan,Takke,1,Tokyo Revengers,medium,2025-11-29 19:45:17.80979+00
497,En quelle classe takemichi se retrouve t-il après etre retourné dans le passé ?,En 4eme,En 3eme,En Seconde,En Terminale,En 5eme,En Première,1,Tokyo Revengers,hard,2025-11-29 19:46:18.684435+00
498,Quel age a Frieren ?,Plus de 1000 ans,3 mois,Environ 100 ans,Environ 300 ans,Environ 500 ans,1 an,1,Frieren,easy,2025-11-29 19:47:50.508237+00
499,"Quel déclencheur permet à Takemichi de revenir dans le passé ? ",Une poignée de main,Un regard vers le ciel,Une sieste,"Un cri ",Un blessure a la main,Un bisou sur la joue,1,Tokyo Revengers,easy,2025-11-29 19:49:55.424938+00
500,À quelle espèce appartient Frieren ?,Elfe,Nymphe,Sylfe,Sorcière,Humaine,Démonne,1,Frieren,easy,2025-11-29 19:50:51.956157+00
501,"Quel cadeau Frieren offre-t-elle à Fern pour son seizième anniversaire ? ",Une broche,"Un collier ",Un baton magique,Une cape,Un grimoire,Un banquet,1,Frieren,hard,2025-11-29 19:52:17.498032+00
502,"Quel est le métier Naoto ? ",Policier,Pompier,Professeur,Boucher,Vendeur,Menuisier,1,Tokyo Revengers,easy,2025-11-29 19:53:10.647747+00
503,De qui Stark est-il l'apprenti ?,Eisen,Heiter,Himmel,Frieren,Ubel,Serie,1,Frieren,medium,2025-11-29 19:54:35.876938+00
504,Quel est le sort magique favori de Frieren ?,Champ de fleurs,Bouclier élémentaire,Rayon de glace,Rainbow blazer,Zoltraak,Arbre sacré,1,Frieren,veryhard,2025-11-29 19:58:34.142189+00
505,Pourquoi Ubel a-t-elle été refusée à son dernier examen de mage de première classe ?,Pour le meurtre d’un examinateur,Pour avoir utilisé un sort interdit,"Pour retard ",Pour insulte envers l'organisateur,Pour port d'arme interdite,"Pour tricherie ",1,Frieren,hard,2025-11-29 20:05:15.602803+00
506,"Parmi ces candidats, lequel a été recalé par Serie à l’examen de mage de première classe ?",Kanne,Denken,Ubel,Wirbel,Fern,Land,1,Frieren,veryhard,2025-11-29 20:08:35.970745+00
507,"Pour quelle raison Denken veut devenir un mage de première classe ? ",Pour pouvoir retourner dans son village natal,Pour devenir le plus puissant mage du royaume,Pour accéder aux archives interdites,Pour gagner la reconnaissance de Serie,Pour atteindre le même titre que son frère,Pour prouver sa supériorité sur Frieren,1,Frieren,hard,2025-11-29 20:11:46.585219+00
508,De qui Frieren était-elle l'apprentie ?,Flamme,Serie,Aura,Tot,Fern,Ubel,1,Frieren,hard,2025-11-29 20:14:11.033676+00
509,Pour quelle raison Sein décide t-il d'accompagner Frieren dans son voyage ?,Pour retrouver son ami d'enfance,Parce qu'il est amoureux de Frieren,"Pour devenir plus fort ",Pour explorer de nouveaux territoires,Pour aider Frieren à vaincre le roi Demon,Pour l'argent,1,Frieren,veryhard,2025-11-29 20:17:07.661823+00
510,A quelle espèce appartient Eisen ?,Nain,Troll,Orc,Demon,Humain,Geant,1,Frieren,medium,2025-11-29 20:19:15.922224+00
511,"Parmi ces propositions, qu’est-ce qui caractérise le mieux Heiter ?",Il boit beaucoup,Il déteste la magie,Il adore les animaux,Il cuisine très mal,Il est obsédé par les trésors,Il déteste les femmes,1,Frieren,medium,2025-11-29 20:21:01.820537+00
512,De quelle couleur sont les cheveux d’Itadori ?,Rose,Bleu,Violet,Vert,Jaune,Noir,1,Jujutsu Kaisen,veryeasy,2025-12-01 17:56:31.17186+00
514,Comment s'appelle le traître de l'équipe Z de Blue Lock ?,Jingo Raichi,Wataru Kuon,Asahi Naruhaya,Gin Gagamaru,Gurimu Igarashi,Ryosuke Kira,2,Blue Lock,medium,2025-12-02 11:32:24.68181+00
515,Comment s'appelle le cochon de Shizune ?,Pakkun,Hawk,Tonton,Gamakichi,Manda,Tantan,3,Naruto,medium,2025-12-02 11:36:09.987686+00
517,Comment s'appelle le docteur de Genos ?,Dr. Genus,Dr. Maneko,Dr. Higuro,Dr. Kuseno,Dr. Robotnik,Dr. Elotiro,4,One Punch Man,hard,2025-12-02 11:42:45.072335+00
518,De quelle couleur sont les cheveux de Renji Abarai ?,Bleu,Rouge,Violet,Jaune,Vert,Noir,2,Bleach,veryeasy,2025-12-02 11:45:50.272625+00
519,Quel personnage d'animation emblématique apparaît sur le logo du Studio Ghibli ?,Totoro,Kiki,Princesse Mononoké,Porco Rosso,Eren,Nami,1,Divers,veryeasy,2025-12-02 11:47:34.446208+00
520,Quel est le numéro de brigade de Shinra ?,8,6,3,1,2,7,1,Fire Force,easy,2025-12-02 11:55:00.296356+00
521,Comment s'appelle le village d'origine de Asta et Yuno ?,Sossi,Clover,Hadge,Spade,Heart,Kikka,3,Black Clover,medium,2025-12-02 11:57:41.698482+00
522,Combien de trèfle a le grimoire de Asta ?,3,4,5,2,1,6,3,Black Clover,veryeasy,2025-12-02 12:01:22.454636+00
523,Quel est l'alter de Mei Hatsume ?,Zoom,Chronostasis,Rembobinage,Bulles,Engine,Effacement,1,My Hero Academia,hard,2025-12-02 12:05:38.357451+00
524,Comment s'appelle la cloche que Luffy sonne à Marineford ?,Rok Bell,Ringo,Ox Bell,Cloch,Marin Bell,Ringu,3,One Piece,medium,2025-12-02 12:08:12.47639+00
525,Combien de sœurs Ichigo a-t-il ?,2,3,5,1,4,6,1,Bleach,easy,2025-12-02 18:41:54.484873+00
526,Quel rang occupe Akaza parmi les lunes supérieures ?,3,2,1,4,5,6,1,Demon Slayer,easy,2025-12-03 13:50:37.220308+00
527,Quel insecte apparaît près de Satoru avant qu'il ne soit projeté dans le passé ?,Papillon,Chenille,Fourmi,Libellule,Coccinelle,Abeille,1,Erased,medium,2025-12-03 13:53:21.234298+00
529,"Qui a dessiné le manga ""Dr. Stone"" ?",Boichi,Yusuke Murata,Yusuke Nomura,Naoki Urasawa,Takeshi Obata,Takehiko Inoue,1,Divers,medium,2025-12-03 13:59:01.962257+00
530,Qui est le dernier Pokémon de la 1re génération (le 151) ?,Mew,Mewtwo,Dracolosse,Draco,Sulfura,Artikodin,1,Pokemon,medium,2025-12-03 14:00:37.243053+00
531,Comment s'appelle le/la seiyuu (doubleur) Japonais de Monkey D. Luffy ?,Mayumi Tanaka,Kenjiro Tsuda,Akemi Okamura,Kazuya Nakai,Hiroaki Hirata,Ikue Ootani,1,Divers,hard,2025-12-03 14:05:16.274337+00
